Transcript ID	Prediction	Noncoding Score
OTTMUST00000119874.1	noncoding	0.9832
OTTMUST00000154453.1	noncoding	0.9622
OTTMUST00000144695.1	noncoding	0.9555
OTTMUST00000118762.1	noncoding	0.8644
OTTMUST00000118812.1	noncoding	0.9531
OTTMUST00000134188.1	noncoding	0.9643
OTTMUST00000150744.1	noncoding	0.9990
OTTMUST00000087898.2	noncoding	0.9793
OTTMUST00000134756.1	noncoding	0.9892
OTTMUST00000121906.1	coding	0.1788
OTTMUST00000156862.1	noncoding	0.9802
OTTMUST00000058729.1	noncoding	0.9498
OTTMUST00000145357.1	noncoding	0.9611
OTTMUST00000125654.1	noncoding	0.9798
OTTMUST00000138329.1	noncoding	0.9495
OTTMUST00000125405.1	noncoding	0.9043
OTTMUST00000126333.1	coding	0.2375
OTTMUST00000149309.1	noncoding	0.9238
OTTMUST00000158262.1	noncoding	0.9920
OTTMUST00000157475.1	noncoding	0.9898
OTTMUST00000046668.1	noncoding	0.9894
OTTMUST00000144386.1	noncoding	0.5927
OTTMUST00000120511.1	noncoding	0.9635
OTTMUST00000034845.1	noncoding	0.9335
OTTMUST00000136182.1	noncoding	0.8254
OTTMUST00000036111.1	noncoding	0.9400
OTTMUST00000132188.10	noncoding	0.8001
OTTMUST00000111546.1	noncoding	0.8670
OTTMUST00000058731.1	noncoding	0.9298
OTTMUST00000127562.1	noncoding	0.9722
OTTMUST00000040867.1	noncoding	0.9656
OTTMUST00000138960.1	noncoding	0.8633
OTTMUST00000006733.1	noncoding	0.9227
OTTMUST00000127915.1	noncoding	0.9806
OTTMUST00000034740.1	noncoding	0.7634
OTTMUST00000146289.1	noncoding	0.8803
OTTMUST00000152395.1	noncoding	0.9458
OTTMUST00000122935.1	noncoding	0.8798
OTTMUST00000120274.1	coding	0.0280
OTTMUST00000135705.1	noncoding	0.8677
OTTMUST00000127053.1	noncoding	0.9450
OTTMUST00000125611.1	noncoding	0.9557
OTTMUST00000125235.1	noncoding	0.9442
OTTMUST00000030387.1	noncoding	0.8079
OTTMUST00000154957.1	noncoding	0.9566
OTTMUST00000135267.1	noncoding	0.9552
OTTMUST00000119226.1	noncoding	0.9638
OTTMUST00000125341.1	noncoding	0.9697
OTTMUST00000147500.1	noncoding	0.9672
OTTMUST00000157141.1	noncoding	0.8794
OTTMUST00000127549.1	noncoding	0.9713
OTTMUST00000130487.1	noncoding	0.5760
OTTMUST00000122216.1	noncoding	0.9426
OTTMUST00000138554.1	noncoding	0.7794
OTTMUST00000123545.1	noncoding	0.9693
OTTMUST00000159437.1	noncoding	0.9281
OTTMUST00000044890.1	noncoding	0.9411
OTTMUST00000122944.1	noncoding	0.7447
OTTMUST00000153764.1	noncoding	0.9311
OTTMUST00000123782.1	noncoding	0.9836
OTTMUST00000147634.1	noncoding	0.9415
OTTMUST00000138283.1	noncoding	0.7628
OTTMUST00000013667.1	noncoding	0.8462
OTTMUST00000153773.1	noncoding	0.9588
OTTMUST00000140536.1	noncoding	0.8978
OTTMUST00000135530.1	noncoding	0.8153
OTTMUST00000112495.1	noncoding	0.8736
OTTMUST00000112633.1	noncoding	0.8856
OTTMUST00000151170.1	noncoding	0.9529
OTTMUST00000083060.2	noncoding	0.9586
OTTMUST00000138648.1	noncoding	0.8927
OTTMUST00000119285.1	noncoding	0.9748
OTTMUST00000135520.1	noncoding	0.9150
OTTMUST00000152718.1	noncoding	0.9500
OTTMUST00000156599.1	noncoding	0.9202
OTTMUST00000014902.1	noncoding	0.8939
OTTMUST00000155195.1	noncoding	0.9573
OTTMUST00000124124.1	noncoding	0.9813
OTTMUST00000038243.1	noncoding	0.9474
OTTMUST00000070226.1	noncoding	0.9229
OTTMUST00000152325.1	noncoding	0.9714
OTTMUST00000123497.1	noncoding	0.9454
OTTMUST00000144935.1	noncoding	0.9566
OTTMUST00000139622.1	noncoding	0.9080
OTTMUST00000153122.1	noncoding	0.9779
OTTMUST00000153196.1	noncoding	0.8392
OTTMUST00000150752.1	noncoding	0.8657
OTTMUST00000120406.1	noncoding	0.9835
OTTMUST00000097548.1	noncoding	0.9068
OTTMUST00000125349.1	noncoding	0.9400
OTTMUST00000064300.1	noncoding	0.9105
OTTMUST00000079976.1	noncoding	0.9222
OTTMUST00000119449.1	noncoding	0.9751
OTTMUST00000140648.1	noncoding	0.8410
OTTMUST00000044745.1	noncoding	0.9306
OTTMUST00000126797.1	noncoding	0.9065
OTTMUST00000156396.1	noncoding	0.9114
OTTMUST00000152969.1	noncoding	0.9683
OTTMUST00000123617.1	coding	0.2247
OTTMUST00000136467.1	noncoding	0.9144
OTTMUST00000127140.1	noncoding	0.9838
OTTMUST00000079944.1	noncoding	0.9842
OTTMUST00000149153.1	noncoding	0.8209
OTTMUST00000121746.1	noncoding	0.9181
OTTMUST00000049723.2	noncoding	0.9362
OTTMUST00000044459.1	noncoding	0.8863
OTTMUST00000146307.1	noncoding	0.8572
OTTMUST00000030393.1	noncoding	0.8723
OTTMUST00000144249.1	noncoding	0.9241
OTTMUST00000124722.1	noncoding	0.9772
OTTMUST00000159108.1	noncoding	0.7605
OTTMUST00000122673.2	noncoding	0.9887
OTTMUST00000149088.1	noncoding	0.7582
OTTMUST00000121022.1	noncoding	0.7890
OTTMUST00000122801.1	noncoding	0.9733
OTTMUST00000113033.1	noncoding	0.9012
OTTMUST00000112766.1	noncoding	0.9678
OTTMUST00000148595.1	noncoding	0.9640
OTTMUST00000119882.1	noncoding	0.9434
OTTMUST00000122217.1	noncoding	0.9569
OTTMUST00000118921.1	noncoding	0.9982
OTTMUST00000021527.1	noncoding	0.9534
OTTMUST00000122419.1	noncoding	0.8097
OTTMUST00000017969.1	noncoding	0.8250
OTTMUST00000119563.1	noncoding	0.9176
OTTMUST00000123482.1	noncoding	0.9733
OTTMUST00000145356.1	noncoding	0.9458
OTTMUST00000012195.1	noncoding	0.9270
OTTMUST00000141983.1	noncoding	0.9762
OTTMUST00000144741.1	noncoding	0.9679
OTTMUST00000123993.1	noncoding	0.9384
OTTMUST00000152348.1	noncoding	0.9878
OTTMUST00000038771.1	noncoding	0.8996
OTTMUST00000126274.1	noncoding	0.9854
OTTMUST00000134187.1	noncoding	0.9728
OTTMUST00000159726.1	noncoding	0.9870
OTTMUST00000001277.1	noncoding	0.9631
OTTMUST00000092226.1	noncoding	0.9244
OTTMUST00000122865.2	noncoding	0.9112
OTTMUST00000125002.1	noncoding	0.9839
OTTMUST00000140063.2	noncoding	0.9416
OTTMUST00000158821.2	noncoding	0.9402
OTTMUST00000122498.1	noncoding	0.9345
OTTMUST00000157316.2	noncoding	0.8812
OTTMUST00000104147.1	noncoding	0.6653
OTTMUST00000151448.1	noncoding	0.9721
OTTMUST00000130421.1	noncoding	0.9583
OTTMUST00000147846.1	noncoding	0.8459
OTTMUST00000135515.1	noncoding	0.7496
OTTMUST00000150494.1	noncoding	0.9926
OTTMUST00000121165.1	noncoding	0.9846
OTTMUST00000157921.1	noncoding	0.8165
OTTMUST00000143731.1	noncoding	0.9483
OTTMUST00000128072.1	noncoding	0.9692
OTTMUST00000023318.1	noncoding	0.6580
OTTMUST00000136484.2	noncoding	0.9663
OTTMUST00000123947.1	noncoding	0.9841
OTTMUST00000113287.1	noncoding	0.9373
OTTMUST00000120244.1	noncoding	0.9548
OTTMUST00000152342.1	noncoding	0.9299
OTTMUST00000122544.1	noncoding	0.9635
OTTMUST00000127340.1	noncoding	0.9726
OTTMUST00000141058.1	noncoding	0.9807
OTTMUST00000126034.1	noncoding	0.9494
OTTMUST00000011809.1	coding	0.3483
OTTMUST00000146284.1	noncoding	0.8427
OTTMUST00000122468.1	noncoding	0.8091
OTTMUST00000118487.1	noncoding	0.8755
OTTMUST00000022729.1	noncoding	0.9538
OTTMUST00000012133.1	noncoding	0.8864
OTTMUST00000037193.1	noncoding	0.9579
OTTMUST00000017063.1	noncoding	0.9509
OTTMUST00000157075.1	noncoding	0.9462
OTTMUST00000001195.1	noncoding	0.9797
OTTMUST00000137686.1	noncoding	0.9579
OTTMUST00000013771.1	noncoding	0.9764
OTTMUST00000146820.1	noncoding	0.6871
OTTMUST00000151626.1	noncoding	0.9608
OTTMUST00000122874.1	noncoding	0.9627
OTTMUST00000121100.1	noncoding	0.9396
OTTMUST00000118966.1	noncoding	0.9490
OTTMUST00000018311.2	noncoding	0.9491
OTTMUST00000121240.1	noncoding	0.8621
OTTMUST00000157076.1	noncoding	0.9460
OTTMUST00000131221.1	noncoding	0.7840
OTTMUST00000158257.1	noncoding	0.8809
OTTMUST00000134758.1	noncoding	0.9643
OTTMUST00000138798.1	noncoding	0.9865
OTTMUST00000001306.1	noncoding	0.9969
OTTMUST00000136217.1	noncoding	0.7617
OTTMUST00000112779.1	noncoding	0.6130
OTTMUST00000046817.1	noncoding	0.7861
OTTMUST00000127841.1	noncoding	0.9615
OTTMUST00000113827.1	noncoding	0.8905
OTTMUST00000122308.1	noncoding	0.9718
OTTMUST00000135861.1	noncoding	0.8568
OTTMUST00000125403.1	noncoding	0.9696
OTTMUST00000136717.1	noncoding	0.9285
OTTMUST00000072141.1	noncoding	0.9611
OTTMUST00000127271.1	noncoding	0.9722
OTTMUST00000126001.1	noncoding	0.9801
OTTMUST00000021104.1	noncoding	0.8635
OTTMUST00000019421.1	coding	0.4415
OTTMUST00000159747.1	noncoding	0.9589
OTTMUST00000149311.1	noncoding	0.9155
OTTMUST00000148660.1	noncoding	0.8695
OTTMUST00000149846.1	coding	0.1144
OTTMUST00000032029.1	noncoding	0.8942
OTTMUST00000029512.1	noncoding	0.8631
OTTMUST00000113372.1	noncoding	0.8198
OTTMUST00000114157.1	noncoding	0.9783
OTTMUST00000148528.1	noncoding	0.9516
OTTMUST00000124472.1	noncoding	0.9854
OTTMUST00000150086.1	noncoding	0.6435
OTTMUST00000125311.1	noncoding	0.9797
OTTMUST00000151413.1	noncoding	0.9754
OTTMUST00000060650.1	noncoding	0.8501
OTTMUST00000038289.1	noncoding	0.9552
OTTMUST00000035320.3	noncoding	0.9652
OTTMUST00000079708.1	noncoding	0.9816
OTTMUST00000012167.1	noncoding	0.9400
OTTMUST00000087672.1	noncoding	0.9797
OTTMUST00000006981.1	noncoding	0.8504
OTTMUST00000157630.1	noncoding	0.9528
OTTMUST00000121544.1	noncoding	0.9817
OTTMUST00000155571.1	noncoding	0.9792
OTTMUST00000155049.1	noncoding	0.9317
OTTMUST00000013762.2	noncoding	0.9593
OTTMUST00000146070.1	noncoding	0.9059
OTTMUST00000151095.1	noncoding	0.8916
OTTMUST00000153735.1	noncoding	0.9119
OTTMUST00000021356.1	noncoding	0.9901
OTTMUST00000131180.1	noncoding	0.9504
OTTMUST00000064875.1	noncoding	0.8195
OTTMUST00000078428.1	noncoding	0.9784
OTTMUST00000121402.1	noncoding	0.9670
OTTMUST00000035954.1	noncoding	0.8670
OTTMUST00000155062.1	noncoding	0.9465
OTTMUST00000149254.1	noncoding	0.8596
OTTMUST00000126609.1	noncoding	0.9095
OTTMUST00000152801.1	noncoding	0.9679
OTTMUST00000144308.1	noncoding	0.9049
OTTMUST00000120198.1	noncoding	0.9223
OTTMUST00000018615.1	noncoding	0.9304
OTTMUST00000119368.1	noncoding	0.9178
OTTMUST00000136512.1	noncoding	0.9530
OTTMUST00000152976.1	noncoding	0.9782
OTTMUST00000146638.1	noncoding	0.9762
OTTMUST00000046567.2	noncoding	0.9063
OTTMUST00000150339.1	noncoding	0.7678
OTTMUST00000149917.1	noncoding	0.6949
OTTMUST00000124122.1	noncoding	0.9820
OTTMUST00000125778.1	noncoding	0.9727
OTTMUST00000128405.1	noncoding	0.9573
OTTMUST00000148664.1	noncoding	0.9574
OTTMUST00000139808.1	noncoding	0.9476
OTTMUST00000153785.1	noncoding	0.9555
OTTMUST00000085574.2	noncoding	0.7429
OTTMUST00000133218.1	noncoding	0.9703
OTTMUST00000137319.1	noncoding	0.9032
OTTMUST00000148103.1	noncoding	0.9508
OTTMUST00000118758.1	noncoding	0.9723
OTTMUST00000070696.1	noncoding	0.9632
OTTMUST00000112603.1	noncoding	0.9661
OTTMUST00000112674.1	noncoding	0.8875
OTTMUST00000126122.1	noncoding	0.9184
OTTMUST00000034977.1	noncoding	0.8876
OTTMUST00000139119.1	noncoding	0.9338
OTTMUST00000121353.1	noncoding	0.9876
OTTMUST00000007048.1	noncoding	0.9541
OTTMUST00000118294.1	noncoding	0.9504
OTTMUST00000127037.1	noncoding	0.9448
OTTMUST00000028112.1	noncoding	0.9494
OTTMUST00000154956.1	noncoding	0.9571
OTTMUST00000122310.1	noncoding	0.9827
OTTMUST00000150240.1	noncoding	0.6349
OTTMUST00000042605.1	noncoding	0.9620
OTTMUST00000135724.2	noncoding	0.9669
OTTMUST00000147655.1	noncoding	0.9773
OTTMUST00000119129.1	noncoding	0.8326
OTTMUST00000045363.1	noncoding	0.6980
OTTMUST00000128193.1	noncoding	0.9375
OTTMUST00000134030.2	noncoding	0.9641
OTTMUST00000151824.1	coding	0.2084
OTTMUST00000122220.1	noncoding	0.9811
OTTMUST00000132769.1	noncoding	0.9769
OTTMUST00000149559.1	noncoding	0.9600
OTTMUST00000130417.1	noncoding	0.9174
OTTMUST00000111548.1	noncoding	0.8661
OTTMUST00000146731.1	noncoding	0.9092
OTTMUST00000153802.1	noncoding	0.9832
OTTMUST00000134380.1	noncoding	0.9697
OTTMUST00000131790.1	noncoding	0.8759
OTTMUST00000103786.1	noncoding	0.9391
OTTMUST00000035955.1	noncoding	0.8736
OTTMUST00000122505.1	noncoding	0.9833
OTTMUST00000141928.1	noncoding	0.9871
OTTMUST00000148365.1	noncoding	0.9614
OTTMUST00000011836.1	noncoding	0.9581
OTTMUST00000125114.1	noncoding	0.8268
OTTMUST00000132154.1	noncoding	0.9422
OTTMUST00000122644.1	noncoding	0.8756
OTTMUST00000157137.1	noncoding	0.7552
OTTMUST00000153772.1	noncoding	0.9588
OTTMUST00000127431.1	noncoding	0.9824
OTTMUST00000121017.1	noncoding	0.9900
OTTMUST00000130742.1	noncoding	0.9540
OTTMUST00000129086.1	noncoding	0.9473
OTTMUST00000089222.1	noncoding	0.9432
OTTMUST00000116852.1	noncoding	0.9790
OTTMUST00000037910.1	noncoding	0.8369
OTTMUST00000122794.1	noncoding	0.8621
OTTMUST00000148761.1	noncoding	0.9596
OTTMUST00000118879.1	noncoding	0.9816
OTTMUST00000124760.1	noncoding	0.7656
OTTMUST00000127836.1	noncoding	0.9764
OTTMUST00000154078.1	noncoding	0.8727
OTTMUST00000132171.1	noncoding	0.9485
OTTMUST00000031383.2	noncoding	0.8607
OTTMUST00000127142.1	noncoding	0.9828
OTTMUST00000139093.1	noncoding	0.9714
OTTMUST00000134877.1	noncoding	0.9470
OTTMUST00000038372.1	noncoding	0.9310
OTTMUST00000046569.1	noncoding	0.9096
OTTMUST00000016997.1	noncoding	0.9732
OTTMUST00000121978.1	noncoding	0.7111
OTTMUST00000145739.1	noncoding	0.7533
OTTMUST00000133815.2	noncoding	0.9510
OTTMUST00000133732.1	noncoding	0.9908
OTTMUST00000103750.1	noncoding	0.8856
OTTMUST00000148430.1	noncoding	0.8169
OTTMUST00000112081.1	coding	0.0290
OTTMUST00000038026.1	noncoding	0.9456
OTTMUST00000123486.1	noncoding	0.9588
OTTMUST00000035286.2	noncoding	0.9474
OTTMUST00000118883.1	noncoding	0.8437
OTTMUST00000153200.1	noncoding	0.9562
OTTMUST00000133134.1	noncoding	0.9562
OTTMUST00000001310.1	noncoding	0.9550
OTTMUST00000011969.1	noncoding	0.9776
OTTMUST00000159621.1	noncoding	0.7423
OTTMUST00000066798.2	noncoding	0.7538
OTTMUST00000146597.1	noncoding	0.9756
OTTMUST00000080688.1	coding	0.1213
OTTMUST00000154890.1	noncoding	0.9670
OTTMUST00000086234.1	noncoding	0.9106
OTTMUST00000159891.1	noncoding	0.9665
