Transcript ID	Prediction	Noncoding Score
OTTMUST00000086126.1	noncoding	0.8412
OTTMUST00000136663.1	noncoding	0.9410
OTTMUST00000090046.2	noncoding	0.8533
OTTMUST00000085354.1	noncoding	0.7284
OTTMUST00000096979.2	noncoding	0.9463
OTTMUST00000124481.1	coding	0.4098
OTTMUST00000005182.2	coding	0.1018
OTTMUST00000119248.3	noncoding	0.7015
OTTMUST00000080041.1	noncoding	0.7343
OTTMUST00000037239.1	noncoding	0.7778
OTTMUST00000025373.2	noncoding	0.6998
OTTMUST00000062160.1	noncoding	0.9160
OTTMUST00000053879.1	noncoding	0.8710
OTTMUST00000082066.2	coding	0.2589
OTTMUST00000155451.1	noncoding	0.7845
OTTMUST00000040011.1	noncoding	0.7757
OTTMUST00000027006.1	noncoding	0.6977
OTTMUST00000014394.7	noncoding	0.9596
OTTMUST00000036351.2	noncoding	0.7266
OTTMUST00000158108.1	noncoding	0.9621
OTTMUST00000038773.1	coding	0.0343
OTTMUST00000093570.2	noncoding	0.8772
OTTMUST00000095681.2	noncoding	0.9697
OTTMUST00000065512.2	noncoding	0.8933
OTTMUST00000057058.1	noncoding	0.7900
OTTMUST00000154175.1	noncoding	0.8516
OTTMUST00000062021.3	noncoding	0.6542
OTTMUST00000140892.2	noncoding	0.9321
OTTMUST00000051199.1	noncoding	0.8899
OTTMUST00000049180.3	coding	0.1051
OTTMUST00000142884.1	noncoding	0.8302
OTTMUST00000075338.3	noncoding	0.5912
OTTMUST00000056843.2	noncoding	0.8954
OTTMUST00000045431.3	noncoding	0.8653
OTTMUST00000012405.2	noncoding	0.8863
OTTMUST00000043463.2	coding	0.3184
OTTMUST00000002814.2	noncoding	0.8038
OTTMUST00000019960.1	noncoding	0.8607
OTTMUST00000019013.2	noncoding	0.9918
OTTMUST00000091417.2	noncoding	0.8337
OTTMUST00000058601.2	coding	0.0168
OTTMUST00000060788.1	noncoding	0.8402
OTTMUST00000117642.1	noncoding	0.8608
OTTMUST00000015787.2	noncoding	0.9280
OTTMUST00000063006.2	coding	0.3825
OTTMUST00000150788.1	coding	0.2339
OTTMUST00000084108.1	noncoding	0.8933
OTTMUST00000152399.1	noncoding	0.9403
OTTMUST00000039885.1	noncoding	0.8230
OTTMUST00000153039.1	coding	0.1497
OTTMUST00000083197.2	noncoding	0.8710
OTTMUST00000052204.1	noncoding	0.9384
OTTMUST00000083911.1	coding	0.2198
OTTMUST00000028272.2	noncoding	0.7937
OTTMUST00000036632.1	coding	0.0288
OTTMUST00000103664.2	noncoding	0.9059
OTTMUST00000147574.1	noncoding	0.8613
OTTMUST00000156206.1	coding	0.3200
OTTMUST00000112390.3	noncoding	0.9593
OTTMUST00000158499.1	noncoding	0.9188
OTTMUST00000070706.1	noncoding	0.6812
OTTMUST00000080739.1	noncoding	0.9490
OTTMUST00000053503.2	noncoding	0.8185
OTTMUST00000049000.2	noncoding	0.8308
OTTMUST00000027668.2	noncoding	0.8774
OTTMUST00000151773.1	coding	0.1075
OTTMUST00000002804.2	noncoding	0.5775
OTTMUST00000038953.1	coding	0.1835
OTTMUST00000124505.1	coding	0.2505
OTTMUST00000045304.1	coding	0.0123
OTTMUST00000113749.3	noncoding	0.8315
OTTMUST00000001793.2	noncoding	0.9815
OTTMUST00000097315.1	noncoding	0.8490
OTTMUST00000071090.2	noncoding	0.8788
OTTMUST00000139372.1	noncoding	0.7707
OTTMUST00000075633.2	noncoding	0.8139
OTTMUST00000061504.1	noncoding	0.6771
OTTMUST00000063441.2	noncoding	0.8227
OTTMUST00000146473.1	noncoding	0.7379
OTTMUST00000051669.2	noncoding	0.9443
OTTMUST00000098167.1	noncoding	0.7298
OTTMUST00000060094.2	coding	0.4193
OTTMUST00000015905.2	noncoding	0.9210
OTTMUST00000013293.2	noncoding	0.9020
OTTMUST00000040944.1	noncoding	0.9678
OTTMUST00000150284.1	coding	0.1805
OTTMUST00000048593.1	noncoding	0.9057
OTTMUST00000152869.1	noncoding	0.9298
OTTMUST00000044339.2	noncoding	0.9379
OTTMUST00000081761.1	coding	0.3192
OTTMUST00000078418.2	noncoding	0.8770
OTTMUST00000068498.2	noncoding	0.8846
OTTMUST00000088734.1	noncoding	0.9275
OTTMUST00000117254.1	noncoding	0.7903
OTTMUST00000129101.1	coding	0.0000
OTTMUST00000091867.1	noncoding	0.9202
OTTMUST00000134088.2	noncoding	0.8863
OTTMUST00000151481.1	noncoding	0.8112
OTTMUST00000040529.1	noncoding	0.5858
OTTMUST00000048370.1	noncoding	0.9592
OTTMUST00000088403.2	noncoding	0.8426
OTTMUST00000065149.1	noncoding	0.6704
OTTMUST00000071378.1	noncoding	0.8103
OTTMUST00000153863.1	coding	0.4103
OTTMUST00000046245.1	noncoding	0.8604
OTTMUST00000079561.1	noncoding	0.9994
OTTMUST00000060890.2	noncoding	0.9193
OTTMUST00000129934.3	noncoding	0.7048
OTTMUST00000152701.1	noncoding	0.9659
OTTMUST00000070462.2	noncoding	0.7506
OTTMUST00000018880.2	noncoding	0.6999
OTTMUST00000046822.1	noncoding	0.8777
OTTMUST00000057642.2	noncoding	0.7511
OTTMUST00000097482.3	coding	0.1864
OTTMUST00000060631.1	coding	0.4247
OTTMUST00000095119.1	noncoding	0.9513
OTTMUST00000124031.1	noncoding	0.9541
OTTMUST00000012620.1	coding	0.3233
OTTMUST00000124572.2	noncoding	0.9588
OTTMUST00000022052.1	noncoding	0.8591
OTTMUST00000075297.2	noncoding	0.8846
OTTMUST00000018160.3	noncoding	0.6958
OTTMUST00000076455.3	noncoding	0.9157
OTTMUST00000134546.1	noncoding	0.7729
OTTMUST00000093907.2	noncoding	0.8235
OTTMUST00000021533.2	noncoding	0.8657
OTTMUST00000057812.2	noncoding	0.9312
OTTMUST00000043135.2	noncoding	0.8855
OTTMUST00000060837.2	noncoding	0.9330
OTTMUST00000039873.3	noncoding	0.8718
OTTMUST00000074962.1	noncoding	0.9302
OTTMUST00000028161.1	coding	0.1273
OTTMUST00000133976.1	noncoding	0.7885
OTTMUST00000016431.1	coding	0.0000
OTTMUST00000125474.1	noncoding	0.8296
OTTMUST00000097263.1	coding	0.0000
OTTMUST00000049967.1	noncoding	0.9261
OTTMUST00000147514.1	noncoding	0.7159
OTTMUST00000116092.1	noncoding	0.9685
OTTMUST00000061262.2	noncoding	0.9501
OTTMUST00000053667.1	noncoding	0.7925
OTTMUST00000143317.1	noncoding	0.8867
OTTMUST00000128174.2	noncoding	0.9558
OTTMUST00000058200.2	noncoding	0.8964
OTTMUST00000111644.1	coding	0.2952
OTTMUST00000127150.1	coding	0.1525
OTTMUST00000037758.1	noncoding	0.9788
OTTMUST00000009176.1	noncoding	0.7050
OTTMUST00000069641.1	noncoding	0.6425
OTTMUST00000045010.2	noncoding	0.7028
OTTMUST00000083629.2	noncoding	0.6029
OTTMUST00000043017.1	noncoding	0.9682
OTTMUST00000052783.3	noncoding	0.8334
OTTMUST00000126554.1	coding	0.3835
OTTMUST00000138524.2	noncoding	0.8997
OTTMUST00000047250.1	coding	0.0542
OTTMUST00000053369.1	coding	0.3957
OTTMUST00000051206.1	noncoding	0.8178
OTTMUST00000115976.2	noncoding	0.9815
OTTMUST00000054657.3	noncoding	0.9384
OTTMUST00000058353.1	coding	0.3364
OTTMUST00000084101.1	noncoding	0.7753
OTTMUST00000079220.3	noncoding	0.7708
OTTMUST00000142948.1	noncoding	0.8052
OTTMUST00000132826.1	noncoding	0.9087
OTTMUST00000051259.8	coding	0.2621
OTTMUST00000012335.1	coding	0.2709
OTTMUST00000153899.1	noncoding	0.8209
OTTMUST00000060176.2	noncoding	0.8533
OTTMUST00000072651.1	noncoding	0.9620
OTTMUST00000152536.1	noncoding	0.9147
OTTMUST00000046990.1	noncoding	0.9653
OTTMUST00000025689.1	noncoding	0.9778
OTTMUST00000118432.1	noncoding	0.8104
OTTMUST00000069878.2	noncoding	0.9617
OTTMUST00000129836.1	noncoding	0.6576
OTTMUST00000027055.2	noncoding	0.9207
OTTMUST00000131479.3	noncoding	0.9490
OTTMUST00000059481.2	noncoding	0.9328
OTTMUST00000103473.2	noncoding	0.8990
OTTMUST00000148787.1	noncoding	0.9159
OTTMUST00000037681.1	coding	0.2859
OTTMUST00000156046.1	noncoding	0.9003
OTTMUST00000110202.1	noncoding	0.8766
OTTMUST00000048661.1	noncoding	0.9317
OTTMUST00000086859.1	coding	0.3267
OTTMUST00000154161.1	noncoding	0.6495
OTTMUST00000042748.1	noncoding	0.8481
OTTMUST00000012752.2	coding	0.2209
OTTMUST00000079410.2	noncoding	0.9719
OTTMUST00000010975.2	coding	0.0017
OTTMUST00000134799.1	coding	0.1741
OTTMUST00000012303.2	noncoding	0.9767
OTTMUST00000004625.2	noncoding	0.9086
OTTMUST00000089981.1	noncoding	0.8763
OTTMUST00000046390.1	coding	0.0000
OTTMUST00000123149.1	noncoding	0.6748
OTTMUST00000050841.1	coding	0.3973
OTTMUST00000142118.1	noncoding	0.8159
OTTMUST00000144889.1	noncoding	0.9704
OTTMUST00000126327.1	noncoding	0.7329
OTTMUST00000067446.2	coding	0.2834
OTTMUST00000137572.1	noncoding	0.9034
OTTMUST00000155726.1	noncoding	0.9184
OTTMUST00000001630.3	noncoding	0.6874
OTTMUST00000158128.1	coding	0.2689
OTTMUST00000081473.1	noncoding	0.8629
OTTMUST00000046821.3	noncoding	0.7326
OTTMUST00000147504.1	noncoding	0.7717
OTTMUST00000102903.1	noncoding	0.9419
OTTMUST00000046802.2	noncoding	0.8328
OTTMUST00000065168.1	noncoding	0.8688
OTTMUST00000089429.1	noncoding	0.7005
OTTMUST00000013307.1	noncoding	0.9120
OTTMUST00000002954.2	noncoding	0.8904
OTTMUST00000037126.1	coding	0.4419
OTTMUST00000055460.1	noncoding	0.7928
OTTMUST00000155981.1	noncoding	0.9511
OTTMUST00000066003.1	coding	0.3342
OTTMUST00000146470.1	noncoding	0.7347
OTTMUST00000017757.2	coding	0.3352
OTTMUST00000086841.1	noncoding	0.7126
OTTMUST00000076121.1	noncoding	0.9378
OTTMUST00000040412.2	noncoding	0.8469
OTTMUST00000082725.1	noncoding	0.8287
OTTMUST00000062335.1	noncoding	0.7718
OTTMUST00000128822.1	coding	0.0000
OTTMUST00000133858.1	coding	0.3483
OTTMUST00000135131.1	noncoding	0.9076
OTTMUST00000151599.1	noncoding	0.7887
OTTMUST00000157227.1	noncoding	0.9203
OTTMUST00000084522.2	noncoding	0.9526
OTTMUST00000136915.1	noncoding	0.7971
OTTMUST00000041956.2	noncoding	0.7497
OTTMUST00000138847.1	noncoding	0.7629
OTTMUST00000141325.3	noncoding	0.8714
OTTMUST00000150153.1	noncoding	0.9275
OTTMUST00000009722.1	noncoding	0.9358
OTTMUST00000151524.1	coding	0.0446
OTTMUST00000116081.1	coding	0.1698
OTTMUST00000054670.1	noncoding	0.9646
OTTMUST00000051513.1	noncoding	0.8588
OTTMUST00000064775.1	noncoding	0.7353
OTTMUST00000065273.1	noncoding	0.6935
OTTMUST00000033921.1	noncoding	0.8723
OTTMUST00000078589.2	coding	0.3707
OTTMUST00000034168.2	noncoding	0.9571
OTTMUST00000150195.1	coding	0.1286
OTTMUST00000032668.4	coding	0.2360
OTTMUST00000066814.1	noncoding	0.9157
OTTMUST00000070802.2	coding	0.2757
OTTMUST00000081072.2	noncoding	0.8495
OTTMUST00000137106.1	noncoding	0.9083
OTTMUST00000080705.1	noncoding	0.8890
OTTMUST00000085343.1	noncoding	0.9068
OTTMUST00000047710.2	noncoding	0.8846
OTTMUST00000067944.3	noncoding	0.8764
OTTMUST00000061980.3	noncoding	0.9560
OTTMUST00000002797.1	coding	0.3814
OTTMUST00000042068.1	noncoding	0.6869
OTTMUST00000150372.1	noncoding	0.8530
OTTMUST00000097598.1	noncoding	0.7548
OTTMUST00000003995.2	noncoding	0.8961
OTTMUST00000019256.1	noncoding	0.8641
OTTMUST00000083577.3	coding	0.2858
OTTMUST00000126903.2	noncoding	0.9818
OTTMUST00000146583.1	noncoding	0.9292
OTTMUST00000078942.2	noncoding	0.9178
OTTMUST00000152558.1	noncoding	0.9092
OTTMUST00000153079.2	noncoding	0.8847
OTTMUST00000039856.2	noncoding	0.9050
OTTMUST00000083077.1	noncoding	0.8417
OTTMUST00000138044.1	noncoding	0.9555
OTTMUST00000154919.1	noncoding	0.7035
OTTMUST00000057825.2	noncoding	0.7349
OTTMUST00000086689.1	noncoding	0.8220
OTTMUST00000132516.1	coding	0.2237
OTTMUST00000037877.1	noncoding	0.7117
OTTMUST00000001906.3	noncoding	0.9880
OTTMUST00000148804.1	coding	0.3154
OTTMUST00000076333.1	noncoding	0.7654
OTTMUST00000054979.2	noncoding	0.9426
OTTMUST00000088153.2	noncoding	0.9446
OTTMUST00000061063.1	coding	0.1841
OTTMUST00000050501.4	noncoding	0.7379
OTTMUST00000055259.2	coding	0.0289
OTTMUST00000065702.2	noncoding	0.8667
OTTMUST00000119253.2	coding	0.2223
OTTMUST00000049179.1	coding	0.0125
OTTMUST00000132410.2	noncoding	0.9105
OTTMUST00000046099.1	noncoding	0.9503
OTTMUST00000053862.1	noncoding	0.7957
OTTMUST00000078686.3	noncoding	0.9225
OTTMUST00000079720.1	coding	0.0302
OTTMUST00000043169.3	noncoding	0.8598
OTTMUST00000102538.1	noncoding	0.8951
OTTMUST00000074183.1	noncoding	0.9832
OTTMUST00000062088.2	noncoding	0.9738
OTTMUST00000086613.1	noncoding	0.8592
OTTMUST00000095233.1	noncoding	0.9471
OTTMUST00000038812.2	noncoding	0.9617
OTTMUST00000081258.1	noncoding	0.9046
OTTMUST00000152148.2	noncoding	0.8791
OTTMUST00000117007.1	coding	0.0000
OTTMUST00000062442.1	noncoding	0.8959
OTTMUST00000127697.2	noncoding	0.8442
OTTMUST00000104301.1	noncoding	0.7941
OTTMUST00000114366.1	noncoding	0.9225
OTTMUST00000094650.2	noncoding	0.8093
OTTMUST00000145793.1	noncoding	0.8725
OTTMUST00000068380.1	noncoding	0.8075
OTTMUST00000095692.1	noncoding	0.7282
OTTMUST00000053275.1	noncoding	0.9091
OTTMUST00000073422.1	coding	0.0643
OTTMUST00000038362.2	coding	0.3603
OTTMUST00000086389.1	noncoding	0.9436
OTTMUST00000074130.4	coding	0.0918
OTTMUST00000103245.1	noncoding	0.7954
OTTMUST00000084440.3	noncoding	0.9706
OTTMUST00000093430.2	noncoding	0.8828
OTTMUST00000153433.1	noncoding	0.8539
OTTMUST00000050152.1	noncoding	0.9080
OTTMUST00000005956.1	noncoding	0.6606
OTTMUST00000047339.3	noncoding	0.9047
OTTMUST00000134257.1	noncoding	0.7837
OTTMUST00000032981.4	noncoding	0.8184
OTTMUST00000089702.1	noncoding	0.9275
OTTMUST00000058780.1	noncoding	0.9651
OTTMUST00000086392.3	noncoding	0.9692
OTTMUST00000126525.2	coding	0.0000
OTTMUST00000061733.1	coding	0.3283
OTTMUST00000096043.3	noncoding	0.9092
OTTMUST00000066698.1	noncoding	0.9230
OTTMUST00000074860.2	noncoding	0.6769
OTTMUST00000155606.1	noncoding	0.8167
OTTMUST00000155877.2	noncoding	0.9454
OTTMUST00000069038.1	noncoding	0.5858
OTTMUST00000029087.4	coding	0.1291
