Transcript ID	Prediction	Noncoding Score
OTTMUST00000151965.1	coding	0.3266
OTTMUST00000065552.1	noncoding	0.8927
OTTMUST00000082802.1	noncoding	0.9788
OTTMUST00000045116.1	coding	0.2017
OTTMUST00000037655.1	noncoding	0.8739
OTTMUST00000051289.1	noncoding	0.9060
OTTMUST00000047405.1	noncoding	0.8876
OTTMUST00000138509.1	noncoding	0.7078
OTTMUST00000066427.1	noncoding	0.8460
OTTMUST00000097517.2	noncoding	0.8412
OTTMUST00000025669.2	noncoding	0.9269
OTTMUST00000061336.4	noncoding	0.7803
OTTMUST00000157673.1	noncoding	0.8676
OTTMUST00000053857.2	coding	0.2283
OTTMUST00000074008.2	noncoding	0.8897
OTTMUST00000051999.2	coding	0.0786
OTTMUST00000120776.5	noncoding	0.9064
OTTMUST00000060999.4	coding	0.3219
OTTMUST00000052469.1	noncoding	0.7373
OTTMUST00000031206.2	noncoding	0.9047
OTTMUST00000088556.3	noncoding	0.9102
OTTMUST00000118319.1	coding	0.3135
OTTMUST00000053784.1	noncoding	0.8885
OTTMUST00000068972.2	noncoding	0.6930
OTTMUST00000015733.1	noncoding	0.6621
OTTMUST00000141592.1	noncoding	0.9261
OTTMUST00000111279.1	coding	0.0775
OTTMUST00000088504.2	noncoding	0.8245
OTTMUST00000041179.1	coding	0.3343
OTTMUST00000075923.1	noncoding	0.8877
OTTMUST00000088896.2	noncoding	0.8899
OTTMUST00000071708.1	noncoding	0.7590
OTTMUST00000080898.3	noncoding	0.9077
OTTMUST00000136118.1	noncoding	0.8128
OTTMUST00000052487.1	noncoding	0.6637
OTTMUST00000096585.3	noncoding	0.9735
OTTMUST00000094777.2	noncoding	0.9518
OTTMUST00000095833.1	noncoding	0.9178
OTTMUST00000057893.1	noncoding	0.7515
OTTMUST00000029991.2	noncoding	0.5401
OTTMUST00000094237.2	noncoding	0.9627
OTTMUST00000064272.2	noncoding	0.9560
OTTMUST00000038455.1	noncoding	0.9007
OTTMUST00000049223.1	coding	0.1066
OTTMUST00000065230.1	noncoding	0.9766
OTTMUST00000060050.14	coding	0.3475
OTTMUST00000015431.4	noncoding	0.6205
OTTMUST00000151708.1	noncoding	0.8190
OTTMUST00000120354.1	coding	0.0000
OTTMUST00000037824.2	noncoding	0.9580
OTTMUST00000067610.1	noncoding	0.9824
OTTMUST00000079784.1	noncoding	0.9994
OTTMUST00000157399.1	coding	0.2971
OTTMUST00000115973.2	coding	0.0495
OTTMUST00000065459.3	noncoding	0.9287
OTTMUST00000148312.2	noncoding	0.9572
OTTMUST00000033183.4	noncoding	0.9460
OTTMUST00000148418.1	noncoding	0.8384
OTTMUST00000045153.3	noncoding	0.9031
OTTMUST00000139006.2	noncoding	0.9577
OTTMUST00000033052.3	coding	0.2643
OTTMUST00000044955.2	noncoding	0.9399
OTTMUST00000013851.2	noncoding	0.8424
OTTMUST00000135715.2	coding	0.2174
OTTMUST00000045644.2	noncoding	0.9062
OTTMUST00000132378.2	coding	0.2272
OTTMUST00000114199.1	noncoding	0.9994
OTTMUST00000087934.1	noncoding	0.7587
OTTMUST00000116018.2	noncoding	0.9279
OTTMUST00000067549.1	noncoding	0.9373
OTTMUST00000097873.1	noncoding	0.8469
OTTMUST00000052811.2	coding	0.3043
OTTMUST00000080384.4	coding	0.0375
OTTMUST00000124022.1	noncoding	0.8689
OTTMUST00000067990.1	coding	0.3262
OTTMUST00000156838.1	coding	0.3689
OTTMUST00000059124.1	noncoding	0.7438
OTTMUST00000066656.1	noncoding	0.9414
OTTMUST00000002164.2	noncoding	0.7341
OTTMUST00000033258.4	noncoding	0.8498
OTTMUST00000041523.4	noncoding	0.9414
OTTMUST00000051208.1	noncoding	0.8707
OTTMUST00000086503.2	noncoding	0.7224
OTTMUST00000069029.2	coding	0.2513
OTTMUST00000048697.1	noncoding	0.7568
OTTMUST00000057582.1	noncoding	0.6665
OTTMUST00000158398.1	noncoding	0.7949
OTTMUST00000070795.1	noncoding	0.6361
OTTMUST00000081446.2	noncoding	0.8042
OTTMUST00000045070.2	coding	0.1581
OTTMUST00000067176.1	noncoding	0.8408
OTTMUST00000147129.2	noncoding	0.9577
OTTMUST00000069324.1	noncoding	0.9044
OTTMUST00000048572.2	noncoding	0.8303
OTTMUST00000057131.2	coding	0.4149
OTTMUST00000055539.1	noncoding	0.7907
OTTMUST00000051768.4	noncoding	0.5911
OTTMUST00000038405.3	coding	0.2625
OTTMUST00000012047.2	noncoding	0.9464
OTTMUST00000112969.2	coding	0.0832
OTTMUST00000138122.2	coding	0.0150
OTTMUST00000058765.1	noncoding	0.8756
OTTMUST00000038380.1	noncoding	0.9444
OTTMUST00000069910.3	noncoding	0.8213
OTTMUST00000118306.2	coding	0.3135
OTTMUST00000062703.1	noncoding	0.8462
OTTMUST00000040655.1	noncoding	0.9644
OTTMUST00000066282.1	noncoding	0.7968
OTTMUST00000094291.1	noncoding	0.9740
OTTMUST00000064255.2	noncoding	0.9338
OTTMUST00000062632.2	noncoding	0.6450
OTTMUST00000110161.1	noncoding	0.9733
OTTMUST00000041125.3	noncoding	0.7383
OTTMUST00000080037.4	noncoding	0.8159
OTTMUST00000145607.1	noncoding	0.9246
OTTMUST00000058523.1	noncoding	0.9030
OTTMUST00000051518.2	noncoding	0.8836
OTTMUST00000147023.2	noncoding	0.9549
OTTMUST00000057285.1	noncoding	0.9381
OTTMUST00000116728.1	coding	0.0913
OTTMUST00000158094.1	noncoding	0.9004
OTTMUST00000155308.1	coding	0.0541
OTTMUST00000137238.3	noncoding	0.9737
OTTMUST00000053174.1	noncoding	0.9717
OTTMUST00000060782.2	noncoding	0.6531
OTTMUST00000079670.1	noncoding	0.9180
OTTMUST00000098014.2	coding	0.0411
OTTMUST00000087739.1	noncoding	0.9694
OTTMUST00000062699.1	noncoding	0.6108
OTTMUST00000011681.1	noncoding	0.7614
OTTMUST00000087764.3	noncoding	0.8716
OTTMUST00000061921.1	coding	0.2507
OTTMUST00000042232.1	noncoding	0.9328
OTTMUST00000011369.1	noncoding	0.7491
OTTMUST00000089512.2	noncoding	0.9123
OTTMUST00000076908.2	noncoding	0.8854
OTTMUST00000158708.1	noncoding	0.8671
OTTMUST00000057527.2	noncoding	0.9476
OTTMUST00000041896.1	noncoding	0.8997
OTTMUST00000158547.1	coding	0.2608
OTTMUST00000037802.1	noncoding	0.9373
OTTMUST00000073720.1	noncoding	0.8458
OTTMUST00000110753.2	noncoding	0.7265
OTTMUST00000131569.1	noncoding	0.7853
OTTMUST00000061722.1	noncoding	0.8710
OTTMUST00000144979.3	noncoding	0.9624
OTTMUST00000127365.1	coding	0.2853
OTTMUST00000137324.1	noncoding	0.8990
OTTMUST00000037427.2	noncoding	0.8799
OTTMUST00000069337.1	noncoding	0.8742
OTTMUST00000038042.3	coding	0.2985
OTTMUST00000028916.1	noncoding	0.9200
OTTMUST00000065652.2	noncoding	0.8090
OTTMUST00000068597.2	noncoding	0.8856
OTTMUST00000079620.1	coding	0.0839
OTTMUST00000024483.2	noncoding	0.8476
OTTMUST00000096477.3	noncoding	0.8289
OTTMUST00000137007.1	noncoding	0.9468
OTTMUST00000086778.2	noncoding	0.8164
OTTMUST00000055598.1	noncoding	0.9510
OTTMUST00000111623.1	coding	0.0441
OTTMUST00000063392.3	noncoding	0.9355
OTTMUST00000135588.4	noncoding	0.9678
OTTMUST00000098414.1	noncoding	0.8840
OTTMUST00000153924.1	noncoding	0.8989
OTTMUST00000019775.2	noncoding	0.6928
OTTMUST00000157144.1	noncoding	0.9347
OTTMUST00000145745.1	noncoding	0.8453
OTTMUST00000066119.1	noncoding	0.9741
OTTMUST00000126638.2	noncoding	0.6237
OTTMUST00000086180.1	noncoding	0.8455
OTTMUST00000029250.2	noncoding	0.7874
OTTMUST00000137458.1	noncoding	0.8451
OTTMUST00000124659.2	noncoding	0.8279
OTTMUST00000116926.3	noncoding	0.8898
OTTMUST00000146866.3	coding	0.0889
OTTMUST00000092635.1	noncoding	0.7880
OTTMUST00000074550.1	noncoding	0.8806
OTTMUST00000069642.1	noncoding	0.6739
OTTMUST00000001000.1	coding	0.3574
OTTMUST00000037751.1	noncoding	0.8488
OTTMUST00000080361.1	noncoding	0.9994
OTTMUST00000023870.1	noncoding	0.8586
OTTMUST00000139309.1	noncoding	0.8371
OTTMUST00000078066.2	noncoding	0.7663
OTTMUST00000077410.3	noncoding	0.7304
OTTMUST00000041079.1	noncoding	0.8537
OTTMUST00000137982.1	noncoding	0.9327
OTTMUST00000055485.2	noncoding	0.7409
OTTMUST00000038196.1	coding	0.0000
OTTMUST00000113471.1	coding	0.1000
OTTMUST00000153561.1	noncoding	0.5870
OTTMUST00000097748.1	coding	0.0657
OTTMUST00000147228.1	coding	0.0677
OTTMUST00000076317.2	noncoding	0.8456
OTTMUST00000103764.1	coding	0.0926
OTTMUST00000026508.2	noncoding	0.8147
OTTMUST00000051865.1	noncoding	0.8537
OTTMUST00000096459.2	noncoding	0.8384
OTTMUST00000103305.2	noncoding	0.8326
OTTMUST00000156255.2	noncoding	0.9415
OTTMUST00000097859.1	coding	0.0305
OTTMUST00000086113.1	noncoding	0.9539
OTTMUST00000097661.2	noncoding	0.9166
OTTMUST00000152177.2	noncoding	0.7898
OTTMUST00000121171.1	coding	0.2239
OTTMUST00000084666.1	coding	0.2045
OTTMUST00000081710.5	noncoding	0.9384
OTTMUST00000045430.1	noncoding	0.8781
OTTMUST00000078366.2	noncoding	0.8579
OTTMUST00000103576.3	noncoding	0.8543
OTTMUST00000140112.1	noncoding	0.9424
OTTMUST00000080089.2	coding	0.0972
OTTMUST00000145614.1	noncoding	0.8574
OTTMUST00000093479.1	noncoding	0.9014
OTTMUST00000024491.2	noncoding	0.8370
OTTMUST00000038197.1	noncoding	0.8317
OTTMUST00000128250.1	noncoding	0.7958
OTTMUST00000035963.1	coding	0.1890
OTTMUST00000066590.2	noncoding	0.9415
OTTMUST00000131393.1	noncoding	0.9707
OTTMUST00000034221.2	noncoding	0.6517
OTTMUST00000049740.3	noncoding	0.7479
OTTMUST00000064464.2	noncoding	0.8889
OTTMUST00000158799.1	noncoding	0.9537
OTTMUST00000132072.1	noncoding	0.7718
OTTMUST00000116395.1	coding	0.0574
OTTMUST00000059535.2	noncoding	0.8980
OTTMUST00000144694.1	noncoding	0.8200
OTTMUST00000041778.2	noncoding	0.7263
OTTMUST00000084153.1	coding	0.1961
OTTMUST00000039295.2	coding	0.0645
OTTMUST00000013628.1	coding	0.2142
OTTMUST00000068584.1	noncoding	0.6969
OTTMUST00000090697.6	noncoding	0.9786
OTTMUST00000074675.2	coding	0.2830
OTTMUST00000146249.1	noncoding	0.9704
OTTMUST00000154390.1	noncoding	0.9127
OTTMUST00000053173.1	noncoding	0.8051
OTTMUST00000033114.2	coding	0.0615
OTTMUST00000149630.1	noncoding	0.7899
OTTMUST00000137417.1	noncoding	0.9014
OTTMUST00000044109.1	noncoding	0.6998
OTTMUST00000157022.1	noncoding	0.7189
OTTMUST00000037308.1	noncoding	0.8272
OTTMUST00000145169.1	noncoding	0.9384
OTTMUST00000042002.1	noncoding	0.6410
OTTMUST00000018479.2	noncoding	0.6230
OTTMUST00000035338.2	noncoding	0.8679
OTTMUST00000057143.1	coding	0.2781
OTTMUST00000129106.3	coding	0.0000
OTTMUST00000094330.2	coding	0.3034
OTTMUST00000114230.2	noncoding	0.8606
OTTMUST00000097879.1	coding	0.0000
OTTMUST00000056092.1	noncoding	0.8220
OTTMUST00000019624.1	coding	0.4528
OTTMUST00000103199.2	noncoding	0.9416
OTTMUST00000133143.1	coding	0.1909
OTTMUST00000132083.1	noncoding	0.9387
OTTMUST00000059064.2	noncoding	0.9568
OTTMUST00000053006.1	noncoding	0.6286
OTTMUST00000054809.2	noncoding	0.7636
OTTMUST00000067363.2	noncoding	0.8393
OTTMUST00000041029.1	noncoding	0.5938
OTTMUST00000155465.1	coding	0.0495
OTTMUST00000013250.1	noncoding	0.7220
OTTMUST00000096453.1	coding	0.3839
OTTMUST00000012155.2	noncoding	0.8961
OTTMUST00000011788.2	noncoding	0.6546
OTTMUST00000076943.3	noncoding	0.8971
OTTMUST00000033042.3	coding	0.1984
OTTMUST00000084252.1	noncoding	0.9677
OTTMUST00000127378.1	noncoding	0.8536
OTTMUST00000065381.3	noncoding	0.9482
OTTMUST00000131473.1	noncoding	0.9574
OTTMUST00000023034.3	noncoding	0.8484
OTTMUST00000010951.2	noncoding	0.9501
OTTMUST00000060366.3	noncoding	0.7767
OTTMUST00000151077.1	noncoding	0.8542
OTTMUST00000061638.6	noncoding	0.6703
OTTMUST00000145726.1	noncoding	0.9160
OTTMUST00000097290.1	noncoding	0.9633
OTTMUST00000073902.1	noncoding	0.6620
OTTMUST00000012777.4	coding	0.2815
OTTMUST00000053153.2	noncoding	0.8850
OTTMUST00000053504.2	noncoding	0.9328
OTTMUST00000082135.1	coding	0.0455
OTTMUST00000097994.2	coding	0.0667
OTTMUST00000116627.3	noncoding	0.9793
OTTMUST00000143038.1	noncoding	0.6003
OTTMUST00000048357.2	noncoding	0.6971
OTTMUST00000097973.2	coding	0.2813
OTTMUST00000090588.1	noncoding	0.9527
OTTMUST00000079390.3	noncoding	0.8356
OTTMUST00000068361.2	noncoding	0.9089
OTTMUST00000076831.2	noncoding	0.7521
OTTMUST00000050738.1	noncoding	0.8934
OTTMUST00000046686.1	noncoding	0.8638
OTTMUST00000152919.1	noncoding	0.8332
OTTMUST00000110729.2	noncoding	0.9256
OTTMUST00000055288.1	noncoding	0.7421
OTTMUST00000013612.1	noncoding	0.7161
OTTMUST00000002116.3	noncoding	0.9059
OTTMUST00000156018.1	noncoding	0.9276
OTTMUST00000052069.2	noncoding	0.9780
OTTMUST00000067608.2	noncoding	0.9150
OTTMUST00000102814.1	coding	0.0254
OTTMUST00000148827.1	noncoding	0.7519
OTTMUST00000038959.2	coding	0.3688
OTTMUST00000139589.3	noncoding	0.8096
OTTMUST00000137682.3	noncoding	0.9673
OTTMUST00000058109.3	noncoding	0.9518
OTTMUST00000073125.1	noncoding	0.7879
OTTMUST00000047388.1	coding	0.0110
OTTMUST00000132963.1	noncoding	0.9404
OTTMUST00000049241.1	noncoding	0.9345
OTTMUST00000043319.2	coding	0.2674
OTTMUST00000042620.1	noncoding	0.7276
OTTMUST00000093100.1	coding	0.0393
OTTMUST00000139708.3	noncoding	0.9149
OTTMUST00000124981.4	noncoding	0.9527
OTTMUST00000078554.1	noncoding	0.8796
OTTMUST00000125922.2	noncoding	0.9476
OTTMUST00000085128.2	noncoding	0.8493
OTTMUST00000063786.3	noncoding	0.9743
OTTMUST00000043051.1	noncoding	0.8449
OTTMUST00000045961.3	noncoding	0.6687
OTTMUST00000007901.1	noncoding	0.8852
OTTMUST00000116428.1	coding	0.0545
OTTMUST00000111475.2	noncoding	0.9799
OTTMUST00000015428.1	noncoding	0.6438
OTTMUST00000084445.1	coding	0.1953
OTTMUST00000081955.2	noncoding	0.9618
OTTMUST00000097926.1	coding	0.0775
OTTMUST00000092445.1	noncoding	0.8692
OTTMUST00000059781.1	noncoding	0.8346
