Transcript ID	Prediction	Noncoding Score
OTTMUST00000013639.1	noncoding	0.7963
OTTMUST00000133494.1	coding	0.3233
OTTMUST00000076220.2	noncoding	0.8507
OTTMUST00000084586.2	noncoding	0.9259
OTTMUST00000015621.4	coding	0.3787
OTTMUST00000137662.2	noncoding	0.8645
OTTMUST00000149397.1	noncoding	0.9338
OTTMUST00000059670.1	noncoding	0.8493
OTTMUST00000122918.5	noncoding	0.8741
OTTMUST00000124550.1	coding	0.2273
OTTMUST00000035256.1	noncoding	0.9752
OTTMUST00000052956.1	noncoding	0.7808
OTTMUST00000153851.1	noncoding	0.7069
OTTMUST00000049632.1	noncoding	0.7833
OTTMUST00000072528.1	noncoding	0.8750
OTTMUST00000137097.2	noncoding	0.7544
OTTMUST00000128714.1	noncoding	0.9313
OTTMUST00000060524.1	noncoding	0.9431
OTTMUST00000038109.2	noncoding	0.8944
OTTMUST00000116537.1	noncoding	0.8621
OTTMUST00000020148.1	noncoding	0.9318
OTTMUST00000027833.1	noncoding	0.8427
OTTMUST00000151787.1	noncoding	0.7997
OTTMUST00000130246.1	noncoding	0.9224
OTTMUST00000085184.2	noncoding	0.9416
OTTMUST00000056930.1	coding	0.3744
OTTMUST00000068075.1	noncoding	0.8152
OTTMUST00000063795.1	noncoding	0.9402
OTTMUST00000013846.1	noncoding	0.9125
OTTMUST00000092207.1	noncoding	0.9540
OTTMUST00000117543.1	noncoding	0.9945
OTTMUST00000045274.1	coding	0.3490
OTTMUST00000070797.1	coding	0.0386
OTTMUST00000035538.1	noncoding	0.9649
OTTMUST00000059359.1	noncoding	0.9232
OTTMUST00000139363.1	coding	0.0011
OTTMUST00000071642.1	noncoding	0.9423
OTTMUST00000117521.2	noncoding	0.9856
OTTMUST00000142099.5	noncoding	0.9226
OTTMUST00000128063.2	noncoding	0.7023
OTTMUST00000086621.1	noncoding	0.9117
OTTMUST00000035462.2	noncoding	0.9502
OTTMUST00000143972.1	noncoding	0.8226
OTTMUST00000038983.1	noncoding	0.8055
OTTMUST00000078716.1	noncoding	0.8489
OTTMUST00000066844.1	noncoding	0.9224
OTTMUST00000048588.1	noncoding	0.9439
OTTMUST00000084866.1	noncoding	0.9893
OTTMUST00000084442.1	noncoding	0.6615
OTTMUST00000113446.1	coding	0.0478
OTTMUST00000131829.2	noncoding	0.6335
OTTMUST00000134887.2	noncoding	0.8231
OTTMUST00000147122.1	noncoding	0.5925
OTTMUST00000126665.1	noncoding	0.6740
OTTMUST00000081053.2	noncoding	0.9295
OTTMUST00000049803.1	noncoding	0.7974
OTTMUST00000046392.1	coding	0.0000
OTTMUST00000082029.1	coding	0.0422
OTTMUST00000063982.3	noncoding	0.8608
OTTMUST00000151250.1	noncoding	0.9317
OTTMUST00000110301.1	noncoding	0.8844
OTTMUST00000054655.1	noncoding	0.9176
OTTMUST00000041721.4	noncoding	0.8363
OTTMUST00000004997.1	noncoding	0.9268
OTTMUST00000123733.1	coding	0.4299
OTTMUST00000112008.1	noncoding	0.9159
OTTMUST00000126668.1	noncoding	0.6460
OTTMUST00000142481.1	noncoding	0.6929
OTTMUST00000067661.3	coding	0.0884
OTTMUST00000004977.4	coding	0.3241
OTTMUST00000103179.1	noncoding	0.9803
OTTMUST00000069460.1	coding	0.3641
OTTMUST00000157478.1	coding	0.0067
OTTMUST00000141691.1	coding	0.1817
OTTMUST00000151076.1	noncoding	0.8486
OTTMUST00000063721.1	coding	0.3144
OTTMUST00000007784.2	noncoding	0.9043
OTTMUST00000080661.1	noncoding	0.9994
OTTMUST00000052559.1	noncoding	0.8975
OTTMUST00000116140.1	coding	0.0859
OTTMUST00000059284.1	noncoding	0.9691
OTTMUST00000054234.1	noncoding	0.6203
OTTMUST00000089457.2	noncoding	0.8622
OTTMUST00000158051.1	noncoding	0.9055
OTTMUST00000122199.1	noncoding	0.8979
OTTMUST00000081572.1	noncoding	0.7513
OTTMUST00000035557.1	noncoding	0.7643
OTTMUST00000116326.2	coding	0.0203
OTTMUST00000035704.2	noncoding	0.8926
OTTMUST00000047284.1	noncoding	0.8543
OTTMUST00000137327.1	noncoding	0.9066
OTTMUST00000091572.1	noncoding	0.9620
OTTMUST00000112284.4	noncoding	0.8573
OTTMUST00000096592.2	coding	0.0213
OTTMUST00000042856.3	noncoding	0.6606
OTTMUST00000050366.2	noncoding	0.9905
OTTMUST00000053696.2	noncoding	0.9236
OTTMUST00000157007.1	coding	0.3476
OTTMUST00000008332.2	noncoding	0.7959
OTTMUST00000092497.1	noncoding	0.9099
OTTMUST00000125197.3	noncoding	0.6274
OTTMUST00000087150.1	noncoding	0.7834
OTTMUST00000036621.1	noncoding	0.6952
OTTMUST00000102413.1	coding	0.0815
OTTMUST00000038153.1	noncoding	0.9530
OTTMUST00000128523.2	coding	0.0000
OTTMUST00000129999.1	noncoding	0.8951
OTTMUST00000004146.2	noncoding	0.9714
OTTMUST00000028725.1	noncoding	0.7790
OTTMUST00000123853.1	noncoding	0.8079
OTTMUST00000091551.2	noncoding	0.9409
OTTMUST00000097285.3	noncoding	0.8722
OTTMUST00000082675.1	coding	0.3412
OTTMUST00000145581.1	noncoding	0.9514
OTTMUST00000096921.1	noncoding	0.9835
OTTMUST00000103637.1	coding	0.1314
OTTMUST00000046621.1	noncoding	0.7652
OTTMUST00000093789.1	noncoding	0.6307
OTTMUST00000148426.1	noncoding	0.9408
OTTMUST00000016875.1	noncoding	0.6429
OTTMUST00000088520.1	noncoding	0.6960
OTTMUST00000002818.3	noncoding	0.6771
OTTMUST00000068349.1	noncoding	0.9716
OTTMUST00000087757.3	noncoding	0.9478
OTTMUST00000059880.2	noncoding	0.9205
OTTMUST00000046619.1	noncoding	0.8957
OTTMUST00000037327.1	noncoding	0.6849
OTTMUST00000128190.1	noncoding	0.9049
OTTMUST00000101201.2	noncoding	0.9260
OTTMUST00000115835.2	coding	0.1275
OTTMUST00000069144.2	noncoding	0.9455
OTTMUST00000043146.1	noncoding	0.8857
OTTMUST00000055533.1	noncoding	0.8441
OTTMUST00000068659.1	noncoding	0.9546
OTTMUST00000044034.2	noncoding	0.6899
OTTMUST00000045847.2	noncoding	0.8877
OTTMUST00000137614.1	noncoding	0.9563
OTTMUST00000067401.1	noncoding	0.9282
OTTMUST00000128695.2	noncoding	0.9358
OTTMUST00000110860.3	coding	0.4262
OTTMUST00000095691.1	noncoding	0.7265
OTTMUST00000086857.1	noncoding	0.8412
OTTMUST00000150023.1	noncoding	0.9401
OTTMUST00000045491.4	noncoding	0.9248
OTTMUST00000049664.1	noncoding	0.7035
OTTMUST00000089566.1	coding	0.3228
OTTMUST00000137647.1	coding	0.0000
OTTMUST00000087795.2	noncoding	0.9133
OTTMUST00000057070.3	noncoding	0.9375
OTTMUST00000094940.1	noncoding	0.8598
OTTMUST00000094001.2	noncoding	0.8342
OTTMUST00000047147.1	noncoding	0.9384
OTTMUST00000125606.1	noncoding	0.9300
OTTMUST00000050164.1	noncoding	0.8213
OTTMUST00000146626.1	noncoding	0.6393
OTTMUST00000127569.1	coding	0.0643
OTTMUST00000086506.1	noncoding	0.9494
OTTMUST00000066027.2	noncoding	0.8346
OTTMUST00000137443.1	noncoding	0.9149
OTTMUST00000060106.1	noncoding	0.8593
OTTMUST00000127507.1	noncoding	0.9712
OTTMUST00000116935.1	noncoding	0.8000
OTTMUST00000088630.1	coding	0.3327
OTTMUST00000092166.2	noncoding	0.9437
OTTMUST00000096399.1	coding	0.0652
OTTMUST00000076438.1	coding	0.0643
OTTMUST00000067558.1	noncoding	0.8279
OTTMUST00000047322.3	noncoding	0.9285
OTTMUST00000097307.2	noncoding	0.8797
OTTMUST00000137028.1	coding	0.1753
OTTMUST00000051918.1	noncoding	0.8461
OTTMUST00000116654.2	noncoding	0.8655
OTTMUST00000067440.2	coding	0.1024
OTTMUST00000000857.2	coding	0.0436
OTTMUST00000059387.2	noncoding	0.8513
OTTMUST00000071806.2	noncoding	0.7820
OTTMUST00000070021.3	noncoding	0.9459
OTTMUST00000049817.1	noncoding	0.9257
OTTMUST00000104385.1	noncoding	0.9227
OTTMUST00000084731.2	noncoding	0.8456
OTTMUST00000053111.1	noncoding	0.9076
OTTMUST00000045887.1	noncoding	0.9235
OTTMUST00000155859.2	noncoding	0.8903
OTTMUST00000012887.1	coding	0.2014
OTTMUST00000000580.1	noncoding	0.7924
OTTMUST00000095547.2	coding	0.2138
OTTMUST00000029249.2	noncoding	0.7855
OTTMUST00000156151.1	coding	0.2554
OTTMUST00000098162.1	noncoding	0.8172
OTTMUST00000051329.1	noncoding	0.6782
OTTMUST00000077935.1	coding	0.2730
OTTMUST00000151777.2	noncoding	0.9060
OTTMUST00000035559.2	noncoding	0.9505
OTTMUST00000043865.3	noncoding	0.8043
OTTMUST00000086882.1	coding	0.0925
OTTMUST00000056966.2	noncoding	0.8741
OTTMUST00000116957.1	coding	0.3934
OTTMUST00000117555.4	coding	0.2267
OTTMUST00000084214.2	noncoding	0.7707
OTTMUST00000040054.1	noncoding	0.9563
OTTMUST00000013659.1	noncoding	0.8099
OTTMUST00000000506.3	noncoding	0.6545
OTTMUST00000144451.2	noncoding	0.9253
OTTMUST00000084141.2	noncoding	0.8748
OTTMUST00000095970.3	noncoding	0.9192
OTTMUST00000092723.1	noncoding	0.7883
OTTMUST00000062463.1	noncoding	0.8458
OTTMUST00000058143.1	coding	0.0032
OTTMUST00000089936.1	coding	0.2553
OTTMUST00000065143.1	noncoding	0.8134
OTTMUST00000136877.1	noncoding	0.8423
OTTMUST00000009437.2	noncoding	0.8601
OTTMUST00000123758.1	noncoding	0.7742
OTTMUST00000052327.2	noncoding	0.9464
OTTMUST00000093510.1	noncoding	0.8918
OTTMUST00000085489.1	coding	0.0208
OTTMUST00000048952.1	noncoding	0.9573
OTTMUST00000084424.2	noncoding	0.6375
OTTMUST00000012513.1	coding	0.3955
OTTMUST00000020102.3	noncoding	0.6804
OTTMUST00000060124.4	noncoding	0.9884
OTTMUST00000087042.1	noncoding	0.6638
OTTMUST00000062947.1	noncoding	0.9386
OTTMUST00000068090.1	noncoding	0.9259
OTTMUST00000001810.1	noncoding	0.6869
OTTMUST00000016728.1	noncoding	0.9234
OTTMUST00000013834.1	coding	0.0919
OTTMUST00000095111.2	noncoding	0.9312
OTTMUST00000075270.1	noncoding	0.7403
OTTMUST00000006318.4	noncoding	0.8931
OTTMUST00000030854.1	coding	0.1895
OTTMUST00000020747.2	noncoding	0.5753
OTTMUST00000152030.1	noncoding	0.5993
OTTMUST00000072956.1	coding	0.0173
OTTMUST00000153279.1	noncoding	0.9271
OTTMUST00000059217.1	noncoding	0.6672
OTTMUST00000053723.3	noncoding	0.7985
OTTMUST00000078095.4	noncoding	0.8691
OTTMUST00000113441.1	coding	0.1610
OTTMUST00000142851.1	noncoding	0.9609
OTTMUST00000138319.1	noncoding	0.8033
OTTMUST00000116221.1	noncoding	0.9039
OTTMUST00000000467.2	noncoding	0.6984
OTTMUST00000060844.1	noncoding	0.9169
OTTMUST00000128964.1	noncoding	0.9482
OTTMUST00000087867.1	noncoding	0.9240
OTTMUST00000151308.1	noncoding	0.9554
OTTMUST00000071205.2	noncoding	0.6331
OTTMUST00000094052.2	noncoding	0.9816
OTTMUST00000078518.3	noncoding	0.9302
OTTMUST00000152661.1	noncoding	0.7630
OTTMUST00000155245.1	coding	0.0324
OTTMUST00000017632.3	noncoding	0.7774
OTTMUST00000151967.1	coding	0.3288
OTTMUST00000059380.1	coding	0.2633
OTTMUST00000120678.2	noncoding	0.9046
OTTMUST00000045212.1	noncoding	0.9750
OTTMUST00000125844.1	coding	0.3751
OTTMUST00000079675.1	coding	0.0247
OTTMUST00000069364.1	noncoding	0.6130
OTTMUST00000091884.3	noncoding	0.8814
OTTMUST00000128485.1	noncoding	0.8272
OTTMUST00000049031.1	noncoding	0.9868
OTTMUST00000129398.3	noncoding	0.8653
OTTMUST00000001353.2	noncoding	0.6900
OTTMUST00000031194.2	noncoding	0.9394
OTTMUST00000080945.3	noncoding	0.7917
OTTMUST00000059461.1	noncoding	0.6146
OTTMUST00000131703.1	noncoding	0.8765
OTTMUST00000000694.3	noncoding	0.7253
OTTMUST00000017360.2	coding	0.1803
OTTMUST00000079453.1	coding	0.0203
OTTMUST00000022190.3	noncoding	0.8374
OTTMUST00000098376.1	noncoding	0.9637
OTTMUST00000060655.2	noncoding	0.7136
OTTMUST00000146875.1	coding	0.0454
OTTMUST00000151206.1	coding	0.3072
OTTMUST00000057200.1	noncoding	0.6674
OTTMUST00000054268.2	noncoding	0.6825
OTTMUST00000079254.1	noncoding	0.8864
OTTMUST00000013494.2	coding	0.0193
OTTMUST00000133805.2	noncoding	0.7639
OTTMUST00000158806.1	noncoding	0.8638
OTTMUST00000024888.2	noncoding	0.8529
OTTMUST00000054843.2	coding	0.1322
OTTMUST00000055825.3	noncoding	0.8806
OTTMUST00000082125.1	coding	0.0068
OTTMUST00000091538.1	noncoding	0.9676
OTTMUST00000066113.1	noncoding	0.9007
OTTMUST00000037515.1	noncoding	0.8442
OTTMUST00000069195.2	noncoding	0.9409
OTTMUST00000155935.1	noncoding	0.9568
OTTMUST00000092157.3	noncoding	0.6077
OTTMUST00000092540.3	noncoding	0.5765
OTTMUST00000046580.2	noncoding	0.5159
OTTMUST00000054881.1	noncoding	0.7093
OTTMUST00000066301.1	coding	0.4163
OTTMUST00000098515.2	coding	0.1128
OTTMUST00000122520.1	noncoding	0.9762
OTTMUST00000116292.1	coding	0.1270
OTTMUST00000014037.1	noncoding	0.9138
OTTMUST00000037414.1	noncoding	0.8860
OTTMUST00000042851.3	noncoding	0.9640
OTTMUST00000153287.1	noncoding	0.8656
OTTMUST00000110160.1	noncoding	0.9366
OTTMUST00000149364.1	noncoding	0.9458
OTTMUST00000052930.3	noncoding	0.8195
OTTMUST00000154946.1	noncoding	0.7068
OTTMUST00000014090.3	noncoding	0.9794
OTTMUST00000071381.1	noncoding	0.9258
OTTMUST00000152933.1	noncoding	0.8994
OTTMUST00000039086.2	noncoding	0.9232
OTTMUST00000138654.2	noncoding	0.9358
OTTMUST00000066641.1	noncoding	0.8863
OTTMUST00000098330.2	coding	0.1047
OTTMUST00000052019.2	coding	0.3379
OTTMUST00000042622.2	noncoding	0.8118
OTTMUST00000073999.2	noncoding	0.9087
OTTMUST00000083111.1	coding	0.2446
OTTMUST00000095885.1	coding	0.1725
OTTMUST00000149708.1	noncoding	0.8922
OTTMUST00000029967.1	noncoding	0.9153
OTTMUST00000043046.2	coding	0.2418
OTTMUST00000113657.2	noncoding	0.9709
OTTMUST00000079443.1	coding	0.0232
OTTMUST00000071425.1	coding	0.0361
OTTMUST00000043871.1	noncoding	0.7960
OTTMUST00000028967.3	coding	0.0322
OTTMUST00000139776.3	noncoding	0.9661
OTTMUST00000039045.2	noncoding	0.9026
OTTMUST00000146697.1	coding	0.0749
OTTMUST00000055299.1	noncoding	0.9527
OTTMUST00000071934.1	coding	0.4368
OTTMUST00000152639.1	coding	0.4285
OTTMUST00000156171.1	noncoding	0.8184
OTTMUST00000116578.2	noncoding	0.9463
OTTMUST00000068480.1	coding	0.0100
OTTMUST00000153538.1	noncoding	0.8443
